ID,Stakeholder,Insurer,Value Created,Sahreholding pattern,City,Brokers,Premium,Date,Premium,Profitability,Cost ratio,Assets under management,Educational qualifications,People,Policy tenuer ,Gender,Age 
12796,People,Partner branchaes,32120795,FII,Mangalore,Gita,Indivisual rated,10/19/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12797,People,Partner branchaes,32125712,FII,Mangalore,Puja,Indivisual rated,10/20/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12799,People,Partner branchaes,32130628,FII,Mangalore,Sheela,Indivisual rated,10/21/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12800,People,Partner branchaes,32135545,FII,Mangalore,Rita,Indivisual rated,10/22/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12802,People,Partner branchaes,32140461,FII,Mangalore,Mina,Indivisual rated,10/23/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12803,People,Partner branchaes,32145378,FII,Mangalore,Rushi,Indivisual rated,10/24/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12805,People,Partner branchaes,32150295,FII,Mangalore,Krishna,Indivisual rated,10/25/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12806,People,Partner branchaes,32155211,FII,Mangalore,Gita,Indivisual rated,10/26/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12808,People,Partner branchaes,32160128,FII,Mangalore,Puja,Indivisual rated,10/27/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12809,People,Partner branchaes,32165044,FII,Mangalore,Sheela,Indivisual rated,10/28/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12811,People,Partner branchaes,32169961,FII,Mangalore,Rita,Indivisual rated,10/29/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12812,People,Partner branchaes,32174877,FII,Mangalore,Mina,Indivisual rated,10/30/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12814,People,Partner branchaes,32179794,FII,Mangalore,Rushi,Indivisual rated,10/31/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12815,People,Partner branchaes,32184711,FII,Mangalore,Krishna,Indivisual rated,11/1/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12817,People,Partner branchaes,32189627,FII,Mangalore,Gita,Indivisual rated,11/2/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12818,People,Partner branchaes,32194544,FII,Mangalore,Puja,Indivisual rated,11/3/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12820,People,Partner branchaes,32199460,FII,Mangalore,Sheela,Indivisual rated,11/4/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12821,People,Partner branchaes,32204377,FII,Mangalore,Rita,Indivisual rated,11/5/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12823,People,Partner branchaes,32209293,FII,Mangalore,Mina,Indivisual rated,11/6/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12824,People,Partner branchaes,32214210,FII,Mangalore,Rushi,Indivisual rated,11/7/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12826,People,Partner branchaes,32219127,FII,Mangalore,Krishna,Indivisual rated,11/8/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12827,People,Partner branchaes,32224043,FII,Mangalore,Gita,Indivisual rated,11/9/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12829,People,Partner branchaes,32228960,FII,Mangalore,Rushi,Indivisual rated,11/10/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12830,People,Partner branchaes,32233876,FII,Mangalore,Krishna,Indivisual rated,11/11/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12832,People,Partner branchaes,32238793,FII,Mangalore,Gita,Indivisual rated,11/12/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12833,People,Partner branchaes,32243709,FII,Mangalore,Puja,Indivisual rated,11/13/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12835,People,Partner branchaes,32248626,FII,Mangalore,Sheela,Indivisual rated,11/14/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12836,People,Partner branchaes,32253543,FII,Mangalore,Rita,Indivisual rated,11/15/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12838,People,Partner branchaes,32258459,FII,Mangalore,Mina,Indivisual rated,11/16/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12839,People,Partner branchaes,32263376,FII,Mangalore,Rushi,Indivisual rated,11/17/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12841,People,Partner branchaes,32268292,FII,Mangalore,Krishna,Indivisual rated,11/18/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12842,People,Partner branchaes,32273209,FII,Mangalore,Gita,Indivisual rated,11/19/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12844,People,Partner branchaes,32278125,FII,Mangalore,Puja,Indivisual rated,11/20/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12845,People,Partner branchaes,32283042,FII,Mangalore,Sheela,Indivisual rated,11/21/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12847,People,Bancassurance partners,32287959,FII,Mangalore,Rita,Indivisual rated,11/22/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12848,People,Bancassurance partners,32292875,FII,Mangalore,Mina,Indivisual rated,11/23/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12850,People,Bancassurance partners,32297792,FII,Mangalore,Rushi,Indivisual rated,11/24/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12851,People,Bancassurance partners,32302708,FII,Mangalore,Krishna,Indivisual rated,11/25/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12853,People,Bancassurance partners,32307625,FII,Mangalore,Gita,Indivisual rated,11/26/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12854,People,Bancassurance partners,32312541,FII,Mangalore,Puja,Indivisual rated,11/27/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12856,People,Bancassurance partners,32317458,FII,Mangalore,Sheela,Indivisual rated,11/28/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12857,People,Bancassurance partners,32322375,FII,Mangalore,Rita,Indivisual rated,11/29/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12859,People,Bancassurance partners,32327291,FII,Mangalore,Mina,Indivisual rated,11/30/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12860,People,Bancassurance partners,32332208,FII,Mangalore,Rushi,Indivisual rated,12/1/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12862,People,Bancassurance partners,32337124,FII,Mangalore,Krishna,Indivisual rated,12/2/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12863,People,Bancassurance partners,32342041,FII,Mangalore,Gita,Indivisual rated,12/3/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12865,People,Bancassurance partners,32346957,FII,Mangalore,Rushi,Indivisual rated,12/4/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12866,People,Bancassurance partners,32351874,FII,Mangalore,Krishna,Indivisual rated,12/5/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12868,People,Bancassurance partners,32356791,FII,Mangalore,Gita,Indivisual rated,12/6/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12869,People,Bancassurance partners,32361707,FII,Mangalore,Puja,Indivisual rated,12/7/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12871,People,Bancassurance partners,32366624,FII,Mangalore,Sheela,Indivisual rated,12/8/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12872,People,Bancassurance partners,32371540,FII,Mangalore,Rita,Indivisual rated,12/9/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12874,People,Bancassurance partners,32376457,FII,Mangalore,Mina,Indivisual rated,12/10/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12875,People,Bancassurance partners,32381373,FII,Mangalore,Rushi,Indivisual rated,12/11/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12877,People,Bancassurance partners,32386290,FII,Mysure,Krishna,Indivisual rated,12/12/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12878,People,Bancassurance partners,32391207,FII,Mysure,Gita,Indivisual rated,12/13/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12880,People,Bancassurance partners,32396123,FII,Mysure,Puja,Indivisual rated,12/14/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12881,People,Bancassurance partners,32401040,FII,Mysure,Sheela,Indivisual rated,12/15/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12883,People,Bancassurance partners,32405956,FII,Mysure,Rita,Indivisual rated,12/16/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12884,People,Bancassurance partners,32410873,FII,Mysure,Mina,Indivisual rated,12/17/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12886,People,Bancassurance partners,32415789,FII,Mysure,Rushi,Indivisual rated,12/18/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12887,People,Bancassurance partners,32420706,FII,Mysure,Krishna,Indivisual rated,12/19/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12889,People,Bancassurance partners,32425623,FII,Mysure,Gita,Indivisual rated,12/20/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12890,People,Bancassurance partners,32430539,FII,Mysure,Puja,Indivisual rated,12/21/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12892,People,Bancassurance partners,32435456,FII,Mysure,Sheela,Indivisual rated,12/22/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12893,People,Bancassurance partners,32440372,FII,Mysure,Rita,Indivisual rated,12/23/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12895,People,Bancassurance partners,32445289,FII,Mysure,Mina,Indivisual rated,12/24/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12896,People,Bancassurance partners,32450205,FII,Mysure,Rushi,Indivisual rated,12/25/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12898,People,Bancassurance partners,32455122,FII,Mysure,Krishna,Indivisual rated,12/26/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12899,People,Bancassurance partners,32460039,FII,Mysure,Gita,Indivisual rated,12/27/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12901,People,Bancassurance partners,32464955,FII,Mysure,Rushi,Indivisual rated,12/28/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12902,People,Bancassurance partners,32469872,FII,Mysure,Krishna,Indivisual rated,12/29/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12904,People,Bancassurance partners,32474788,FII,Mysure,Gita,Indivisual rated,12/30/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12905,People,Bancassurance partners,32479705,FII,Mysure,Puja,Indivisual rated,12/31/2021,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12907,People,Bancassurance partners,32484621,FII,Mysure,Sheela,Indivisual rated,1/1/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12908,People,Bancassurance partners,32489538,FII,Mysure,Rita,Indivisual rated,1/2/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12910,People,Bancassurance partners,32494455,FII,Mysure,Mina,Indivisual rated,1/3/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12911,People,Bancassurance partners,32499371,FII,Mysure,Rushi,Indivisual rated,1/4/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12913,People,Bancassurance partners,32504288,FII,Mysure,Krishna,Indivisual rated,1/5/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12914,People,Bancassurance partners,32509204,FII,Mysure,Gita,Indivisual rated,1/6/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12916,People,Bancassurance partners,32514121,FII,Mysure,Puja,Indivisual rated,1/7/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12917,People,Bancassurance partners,32519037,FII,Mysure,Sheela,Indivisual rated,1/8/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12919,People,Bancassurance partners,32523954,FII,Mysure,Rita,Indivisual rated,1/9/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12920,People,Bancassurance partners,32528871,FII,Mysure,Mina,Indivisual rated,1/10/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12922,People,Bancassurance partners,32533787,FII,Mysure,Rushi,Indivisual rated,1/11/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12923,People,Bancassurance partners,32538704,FII,Mysure,Krishna,Indivisual rated,1/12/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12925,People,Bancassurance partners,32543620,FII,Mysure,Gita,Indivisual rated,1/13/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12926,People,Bancassurance partners,32548537,FII,Mysure,Puja,Indivisual rated,1/14/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12928,People,Bancassurance partners,32553453,FII,Mysure,Sheela,Indivisual rated,1/15/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12929,People,Bancassurance partners,32558370,FII,Mysure,Rita,Indivisual rated,1/16/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12931,People,Bancassurance partners,32563287,FII,Mysure,Mina,Indivisual rated,1/17/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12932,People,Bancassurance partners,32568203,FII,Mysure,Rushi,Indivisual rated,1/18/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12934,People,Bancassurance partners,32573120,FII,Mysure,Krishna,Indivisual rated,1/19/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12935,People,Bancassurance partners,32578036,FII,Mysure,Gita,Indivisual rated,1/20/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12937,People,Bancassurance partners,32582953,FII,Mysure,Rushi,Indivisual rated,1/21/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12938,People,Bancassurance partners,32587869,FII,Mysure,Krishna,Indivisual rated,1/22/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12940,People,Bancassurance partners,32592786,FII,Mysure,Gita,Indivisual rated,1/23/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12941,People,Bancassurance partners,32597703,FII,Mysure,Puja,Indivisual rated,1/24/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12943,People,Bancassurance partners,32602619,FII,Mysure,Sheela,Indivisual rated,1/25/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12944,People,Bancassurance partners,32607536,FII,Mysure,Rita,Indivisual rated,1/26/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12946,People,Bancassurance partners,32612452,FII,Mysure,Mina,Indivisual rated,1/27/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12947,People,Bancassurance partners,32617369,FII,Mysure,Rushi,Indivisual rated,1/28/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12949,People,Bancassurance partners,32622285,FII,Mysure,Krishna,Indivisual rated,1/29/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12950,People,Bancassurance partners,32627202,FII,Mysure,Gita,Indivisual rated,1/30/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12952,People,Bancassurance partners,32632119,FII,Mysure,Puja,Indivisual rated,1/31/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12953,People,Bancassurance partners,32637035,FII,Mysure,Sheela,Indivisual rated,2/1/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12955,People,Bancassurance partners,32641952,FII,Mysure,Rita,Indivisual rated,2/2/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12956,People,Bancassurance partners,32646868,FII,Mysure,Mina,Indivisual rated,2/3/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12958,People,Bancassurance partners,32651785,FII,Mysure,Rushi,Indivisual rated,2/4/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12959,People,Bancassurance partners,32656701,FII,Mysure,Krishna,Indivisual rated,2/5/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12961,People,Bancassurance partners,32661618,FII,Mysure,Gita,Indivisual rated,2/6/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12962,People,Bancassurance partners,32666535,FII,Mysure,Puja,Indivisual rated,2/7/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12964,People,Bancassurance partners,32671451,FII,Mysure,Sheela,Indivisual rated,2/8/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12965,People,Bancassurance partners,32676368,FII,Mysure,Rita,Indivisual rated,2/9/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12967,People,Bancassurance partners,32681284,FII,Mysure,Mina,Indivisual rated,2/10/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12968,People,Bancassurance partners,32686201,FII,Mysure,Rushi,Indivisual rated,2/11/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12970,People,Bancassurance partners,32691117,FII,Mysure,Krishna,Indivisual rated,2/12/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12971,People,Bancassurance partners,32696034,FII,Mysure,Gita,Indivisual rated,2/13/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12973,People,Bancassurance partners,32700951,FII,Mysure,Rushi,Indivisual rated,2/14/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12974,People,Bancassurance partners,32705867,FII,Mysure,Krishna,Indivisual rated,2/15/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12976,People,Bancassurance partners,32710784,FII,Mysure,Gita,Indivisual rated,2/16/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12977,People,Bancassurance partners,32715700,FII,Mysure,Puja,Indivisual rated,2/17/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12979,People,Bancassurance partners,32720617,FII,Mysure,Sheela,Indivisual rated,2/18/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12980,People,Bancassurance partners,32725533,FII,Mysure,Rita,Indivisual rated,2/19/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12982,People,Bancassurance partners,32730450,FII,Mysure,Mina,Indivisual rated,2/20/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12983,People,Bancassurance partners,32735367,FII,Mysure,Rushi,Indivisual rated,2/21/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12985,People,Bancassurance partners,32740283,FII,Mysure,Krishna,Indivisual rated,2/22/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12986,People,Bancassurance partners,32745200,FII,Mysure,Gita,Indivisual rated,2/23/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12988,People,Bancassurance partners,32750116,FII,Mysure,Puja,Indivisual rated,2/24/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12989,People,Bancassurance partners,32755033,FII,Mysure,Sheela,Indivisual rated,2/25/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12991,People,Bancassurance partners,32759949,FII,Mysure,Rita,Indivisual rated,2/26/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12992,People,Bancassurance partners,32764866,FII,Mysure,Mina,Indivisual rated,2/27/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12994,People,Bancassurance partners,32769783,FII,Mysure,Rushi,Indivisual rated,2/28/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12995,People,Bancassurance partners,32774699,FII,Mysure,Krishna,Indivisual rated,3/1/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12997,People,Bancassurance partners,32779616,FII,Mysure,Gita,Indivisual rated,3/2/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
12998,People,Bancassurance partners,32784532,FII,Mysure,Puja,Indivisual rated,3/3/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13000,People,Bancassurance partners,32789449,FII,Mysure,Sheela,Indivisual rated,3/4/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13001,People,Bancassurance partners,32794365,FII,Mysure,Rita,Indivisual rated,3/5/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13003,People,Bancassurance partners,32799282,FII,Mysure,Mina,Indivisual rated,3/6/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13004,People,Bancassurance partners,32804199,FII,Mysure,Rushi,Indivisual rated,3/7/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13006,People,Bancassurance partners,32809115,FII,Mysure,Krishna,Indivisual rated,3/8/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13007,People,Bancassurance partners,32814032,FII,Mysure,Gita,Indivisual rated,3/9/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13009,People,Bancassurance partners,32818948,FII,Mysure,Rushi,Indivisual rated,3/10/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13010,People,Bancassurance partners,32823865,FII,Mysure,Krishna,Indivisual rated,3/11/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13012,People,Bancassurance partners,32828781,FII,Mysure,Gita,Indivisual rated,3/12/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13013,People,Bancassurance partners,32833698,FII,Mysure,Puja,Indivisual rated,3/13/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13015,People,Bancassurance partners,32838615,FII,Mysure,Sheela,Indivisual rated,3/14/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13016,People,Bancassurance partners,32843531,FII,Mysure,Rita,Indivisual rated,3/15/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13018,People,Bancassurance partners,32848448,FII,Mysure,Mina,Indivisual rated,3/16/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
13019,People,Bancassurance partners,32853364,FII,Mysure,Rushi,Indivisual rated,3/17/2022,Single premium,Net worth,Opex ratio,Equity,CA/CS,Employee adoption,Less than 1 year,Female,15
